locus_tag	LB24H_1	LB24H_2	LB24H_3	X6H_1	X6H_2	X6H_3	X12H_1	X12H_2	X12H_3	X1D_1	X1D_2	X1D_3	X2D_1	X2D_2	X2D_3	X3D_1	X3D_2	X3D_3	X5D_1	X5D_2	X5D_3	X7D_1	X7D_2	X7D_3	X14D_1	X14D_2	X14D_3	X1M_1	X1M_2	X1M_3	X2M
B4U62_00080	1.16723163841808	1.04971751412429	1.34350282485876	27.8418079096045	33.9514124293785	25.509604519774	11.9118644067797	11.9819209039548	11.5378531073446	22.7570621468927	14.3525423728814	24.354802259887	16.7457627118644	13.7943502824859	13.7638418079096	8.6225988700565	6.85084745762712	6.08022598870057	7.33107344632768	5.95819209039548	9.39209039548023	6.68022598870057	3.35367231638418	4.42033898305085	6.25423728813559	0.431638418079096	0.534463276836158	1.22146892655367	3.29830508474576	2.94915254237288	0.190960451977401
B4U62_00085	2.14890016920474	2.01861252115059	2.50084602368866	36.48730964467	43.7935702199662	32.8172588832487	16.7546531302876	15.5414551607445	16.9475465313029	27.6260575296108	17.8409475465313	29.8950930626058	19.3654822335025	15.5397631133672	15.5211505922166	10.2876480541455	7.14551607445008	6.71573604060914	8.01692047377326	6.14551607445008	10.4297800338409	6.75296108291032	3.40609137055838	4.82233502538071	5.31810490693739	0.307952622673435	0.431472081218274	1.12013536379019	3.43485617597293	3.18104906937394	0.2165820642978
B4U62_00090	4.28012519561815	3.0735524256651	5.37949921752739	8.02816901408451	9.27856025039124	7.61189358372457	6.72926447574335	5.75978090766823	5.06338028169014	4.88341158059468	3.40140845070423	5.34272300469484	4.15258215962441	3.47183098591549	3.35211267605634	2.72300469483568	2.00156494522692	1.88419405320814	2.21439749608764	1.63615023474178	2.69092331768388	1.92253521126761	1.12676056338028	1.52347417840376	1.60485133020344	0.094679186228482	0.129890453834116	0.474178403755869	0.886541471048513	0.841940532081377	0.101721439749609
B4U62_00100	0.114678899082569	0.105504587155963	0.180428134556575	4.25535168195719	4.72324159021407	3.96024464831804	1.33333333333333	1.95412844036697	1.57951070336391	3.72018348623853	2.28593272171254	3.62996941896024	3.15137614678899	2.75076452599388	2.67737003058104	2.33180428134557	1.92354740061162	1.59480122324159	2.33639143730887	1.81957186544342	3.04281345565749	1.9388379204893	1.06574923547401	1.25535168195719	2.18960244648318	0.0428134556574924	0.0474006116207951	0.154434250764526	0.672782874617737	0.59480122324159	0.0474006116207951
B4U62_00105	0.0576923076923077	0.0673076923076923	0.136217948717949	3.59134615384615	4.02884615384615	3.36057692307692	1.28685897435897	1.76602564102564	1.65865384615385	3.28525641025641	2.24679487179487	3.46474358974359	3.02564102564103	2.56089743589744	2.57051282051282	2.00641025641026	1.78525641025641	1.55128205128205	2.32852564102564	1.80128205128205	2.89423076923077	1.81089743589744	1.05448717948718	1.45673076923077	2.25480769230769	0.0560897435897436	0.046474358974359	0.190705128205128	0.778846153846154	0.584935897435897	0.0400641025641026
B4U62_00110	0.725856697819315	0.731308411214953	0.875389408099688	0.152647975077882	0.10981308411215	0.0771028037383178	0.139408099688474	0.0965732087227414	0.102803738317757	0.0771028037383178	0.0654205607476635	0.0841121495327103	6.3481308411215	6.42445482866044	5.99610591900312	14.1939252336449	15.6861370716511	11.6261682242991	12.3489096573209	11.4883177570093	17.2842679127726	14.1417445482866	10.1534267912773	9.98052959501558	21.1440809968847	1.39330218068536	1.36760124610592	2.05841121495327	2.69314641744548	5.01635514018692	0.236760124610592
B4U62_00115	1.41941391941392	1.31684981684982	1.36080586080586	0.538461538461538	0.437728937728938	0.347985347985348	0.358974358974359	0.311355311355311	0.227106227106227	0.225274725274725	0.163003663003663	0.241758241758242	2.94871794871795	3.11721611721612	2.10805860805861	3.93223443223443	5.34432234432234	4.25824175824176	2.7032967032967	3.10989010989011	4.41208791208791	2.48717948717949	2.73260073260073	2.86630036630037	9.23443223443223	0.448717948717949	0.351648351648352	3.38278388278388	3.77472527472527	9.71611721611722	0.976190476190476
B4U62_00120	0.125514403292181	0.125514403292181	0.164609053497942	1.97119341563786	2.50205761316872	1.69753086419753	0.596707818930041	0.769547325102881	0.794238683127572	1.55349794238683	0.921810699588477	1.74691358024691	1.98353909465021	1.80041152263374	1.80246913580247	1.38888888888889	1.39300411522634	1.08847736625514	1.16666666666667	0.948559670781893	1.65843621399177	1.37037037037037	0.895061728395062	0.816872427983539	1.14197530864198	0.15843621399177	0.160493827160494	0.197530864197531	0.446502057613169	0.637860082304527	0.037037037037037
B4U62_00130	0.450354609929078	0.374704491725768	0.562056737588652	3.03427895981087	3.69326241134752	2.78723404255319	1.16430260047281	1.59042553191489	1.4468085106383	2.39479905437352	1.57860520094563	2.33274231678487	2.50945626477541	2.38238770685579	2.30673758865248	2.45449172576832	2.28427895981087	1.75827423167849	2.06501182033097	1.69621749408983	2.72340425531915	1.83924349881797	1.21572104018913	1.45921985815603	2.74645390070922	0.218676122931442	0.221040189125296	0.362884160756501	1.09219858156028	0.899527186761229	0.0632387706855792
B4U62_00135	0.941358024691358	0.827160493827161	1.25	5.2037037037037	5.76851851851852	4.14814814814815	2.31172839506173	2.91666666666667	2.86111111111111	5.58024691358025	3.75925925925926	4.14814814814815	5.46296296296296	6.18827160493827	5.04012345679012	3.85802469135802	3.64814814814815	2.99382716049383	2.48456790123457	2.41049382716049	3.83950617283951	2.39506172839506	1.01851851851852	1.74382716049383	2.50308641975309	0.037037037037037	0.0401234567901235	0.179012345679012	0.716049382716049	0.990740740740741	0.0462962962962963
B4U62_00140	0.412060301507538	0.365159128978224	0.549413735343384	2.56951423785595	2.91457286432161	2.24790619765494	0.979899497487437	1.1641541038526	0.936348408710218	1.34338358458961	0.989949748743719	1.58961474036851	2.09380234505863	2.0284757118928	1.80402010050251	2.12730318257956	2.18760469011725	1.70184254606365	2.01005025125628	1.71524288107203	2.90619765494137	1.51926298157454	1.14405360134003	1.43048576214405	2.52596314907873	0.132328308207705	0.107202680067002	0.206030150753769	0.504187604690117	0.609715242881072	0.0586264656616415
B4U62_00145	0.613333333333333	0.457777777777778	0.697777777777778	3.15111111111111	3.62666666666667	2.52888888888889	1.04888888888889	1.16	1.15111111111111	1.98666666666667	1.34666666666667	1.92888888888889	2.59555555555556	2.64888888888889	2.20888888888889	3.11555555555556	3.04444444444444	2.28	2.83111111111111	2.15111111111111	3.82222222222222	1.54666666666667	1.35111111111111	1.34222222222222	2.99555555555556	0.0711111111111111	0.0755555555555556	0.102222222222222	0.542222222222222	0.564444444444444	0.08
B4U62_00150	0.0757575757575758	0.0871212121212121	0.174242424242424	0.696969696969697	0.84469696969697	0.708333333333333	0.178030303030303	0.356060606060606	0.276515151515151	0.458333333333333	0.375	0.454545454545455	2.80681818181818	2.02272727272727	2.54545454545455	3.81818181818182	3.89015151515152	2.4469696969697	2.23863636363636	2.29545454545455	2.81060606060606	1.14772727272727	1.62121212121212	1.73106060606061	1.95075757575758	0.0492424242424242	0.071969696969697	0.071969696969697	0.295454545454545	0.40530303030303	0.0227272727272727
B4U62_00180	0.251282051282051	0.312820512820513	1.11794871794872	1.03589743589744	1.48717948717949	1.0974358974359	0.0615384615384615	0.297435897435897	0.225641025641026	0.728205128205128	0.512820512820513	0.415384615384615	2.45128205128205	3.5025641025641	3.27692307692308	4.62051282051282	5.2	3.8974358974359	3.1025641025641	3.66666666666667	4.84102564102564	1.75384615384615	2.2	2.25128205128205	0.948717948717949	0.0102564102564103	0.00512820512820513	0.0512820512820513	0.246153846153846	0.358974358974359	0.0974358974358974
B4U62_00185	3.18373983739837	3.44227642276423	2.52357723577236	2.54959349593496	2.88455284552846	2.16422764227642	1.49430894308943	1.77723577235772	1.59024390243902	4.04065040650407	2.68130081300813	3.08780487804878	4.84878048780488	4.25528455284553	4.52032520325203	3.82276422764228	4.2650406504065	3.24227642276423	2.70569105691057	2.23414634146341	3.46016260162602	4.23414634146341	2.52520325203252	2.54146341463415	2.59024390243902	0.105691056910569	0.0959349593495935	0.341463414634146	1.00813008130081	1.49593495934959	0.230894308943089
B4U62_00190	3.20844099913867	3.3557278208441	2.52196382428941	2.16623600344531	2.44875107665805	1.8458225667528	1.91903531438415	1.70111972437554	1.60895779500431	2.36950904392765	1.5176571920758	2.10249784668389	3.68217054263566	3.3832902670112	3.328165374677	3.11627906976744	3.24461670973299	2.49870801033592	2.49354005167959	2.02497846683893	3.03703703703704	3.86132644272179	2.23686477174849	2.23944875107666	2.80017226528854	0.0723514211886305	0.0775193798449612	0.231696813092162	0.999138673557278	1.16365202411714	0.168819982773471
B4U62_00195	2.25571725571726	2.36659736659737	2.1004851004851	3.04158004158004	3.64241164241164	2.73804573804574	1.32155232155232	1.53499653499654	1.3998613998614	2.93970893970894	1.98613998613999	2.77061677061677	3.15661815661816	2.89119889119889	2.96950796950797	2.54677754677755	2.33957033957034	1.9002079002079	1.90575190575191	1.48024948024948	2.44975744975745	2.2993762993763	1.46084546084546	1.60637560637561	2.35758835758836	0.178794178794179	0.23007623007623	0.452529452529453	1.33264033264033	1.20651420651421	0.151767151767152
B4U62_00200	1.07668231611894	1.10798122065728	1.03286384976526	1.69640062597809	1.84507042253521	1.53521126760563	0.799687010954617	0.832550860719875	0.766823161189358	1.24100156494523	0.846635367762128	1.35680751173709	2.4773082942097	2.15962441314554	1.91392801251956	1.92018779342723	2.09546165884194	1.73239436619718	1.87636932707355	1.81220657276995	2.63067292644757	1.69953051643192	1.54303599374022	1.74647887323944	3.96713615023474	0.225352112676056	0.250391236306729	1.51643192488263	2.17370892018779	4.93740219092332	0.455399061032864
B4U62_00205	0.978787878787879	1.11212121212121	0.9	5.10909090909091	4.92727272727273	4.18181818181818	3.12121212121212	2.86666666666667	2.83030303030303	3.58181818181818	2.32121212121212	3.32424242424242	6.1	6.36363636363636	5.17878787878788	4.63030303030303	5.45151515151515	3.93030303030303	4.84242424242424	3.69393939393939	5.98787878787879	4.30606060606061	3.23636363636364	3.79393939393939	6.31515151515152	0.372727272727273	0.212121212121212	1.82424242424242	3.25151515151515	6.4	0.733333333333333
B4U62_00210	1.96825396825397	1.59410430839002	2.27891156462585	3.01133786848073	3.14965986394558	2.47845804988662	2.52607709750567	2.39455782312925	2.18367346938776	2.30612244897959	1.49886621315193	2.26077097505669	3.92517006802721	3.69387755102041	3.13832199546485	2.76417233560091	3.21315192743764	2.51020408163265	2.9047619047619	2.17687074829932	3.43764172335601	2.67120181405896	2.10430839002268	2.33333333333333	4.51473922902494	0.0952380952380952	0.0680272108843537	0.789115646258503	1.74149659863946	3.80272108843537	0.401360544217687
B4U62_00215	0.908080808080808	0.892929292929293	0.886868686868687	4.22525252525253	4.61515151515152	3.67878787878788	2.78181818181818	2.62828282828283	2.45858585858586	3.76060606060606	2.41010101010101	3.43030303030303	4.70707070707071	4.36767676767677	3.86565656565657	3.42727272727273	3.64040404040404	2.98989898989899	2.82222222222222	2.48484848484848	4.0010101010101	3.27474747474747	2.17474747474747	2.4989898989899	4.73232323232323	0.322222222222222	0.348484848484849	1.6010101010101	2.79292929292929	3.94141414141414	0.396969696969697
B4U62_00220	1.88526570048309	1.60748792270531	1.83816425120773	6.1292270531401	6.94323671497585	5.20048309178744	3.09420289855072	3.08212560386473	2.84661835748792	4.76207729468599	3.03019323671498	4.7512077294686	5.77294685990338	4.96497584541063	4.76086956521739	3.97584541062802	3.9987922705314	3.11231884057971	3.32125603864734	2.8780193236715	4.65821256038647	4.20289855072464	2.39251207729469	2.8731884057971	4.65821256038647	0.420289855072464	0.477053140096618	1.32729468599034	2.84299516908213	3.1268115942029	0.26207729468599
B4U62_00225	2.29444444444444	1.87222222222222	2.31111111111111	5.675	6.73888888888889	5.18611111111111	3.04444444444444	3.27222222222222	2.83333333333333	5.01666666666667	3.21666666666667	4.40277777777778	4.94444444444444	4.21111111111111	4.36944444444444	2.94166666666667	3.11388888888889	2.46944444444444	2.62222222222222	2.15	3.55833333333333	2.78611111111111	1.63888888888889	1.96111111111111	3.46666666666667	0.136111111111111	0.155555555555556	0.622222222222222	1.67777777777778	1.81111111111111	0.147222222222222
B4U62_00230	0.274193548387097	0.239247311827957	0.264784946236559	1.0510752688172	1.06720430107527	0.881720430107527	0.370967741935484	0.354838709677419	0.358870967741935	0.658602150537634	0.385752688172043	0.616935483870968	0.701612903225806	0.69758064516129	0.595430107526882	0.490591397849462	0.461021505376344	0.418010752688172	0.518817204301075	0.349462365591398	0.721774193548387	0.495967741935484	0.348118279569892	0.415322580645161	0.747311827956989	0.0362903225806452	0.032258064516129	0.126344086021505	0.299731182795699	0.264784946236559	0.0268817204301075
B4U62_00235	0.0566666666666667	0.08	0.0933333333333333	0.496666666666667	0.48	0.396666666666667	0.13	0.14	0.136666666666667	0.243333333333333	0.11	0.326666666666667	0.326666666666667	0.223333333333333	0.256666666666667	0.18	0.153333333333333	0.18	0.203333333333333	0.11	0.24	0.206666666666667	0.09	0.13	0.283333333333333	0.01	0.00666666666666667	0.0233333333333333	0.0566666666666667	0.0833333333333333	0.00666666666666667
B4U62_00240	0.499431171786121	0.372013651877133	0.575654152445961	1.39931740614334	1.51990898748578	1.21160409556314	0.601820250284414	0.582480091012514	0.630261660978385	0.978384527872582	0.631399317406143	0.988623435722412	1.26393629124005	1.13879408418658	1.01365187713311	0.76905574516496	0.695108077360637	0.584755403868032	0.72127417519909	0.514220705346985	0.965870307167236	0.699658703071672	0.48122866894198	0.587030716723549	0.918088737201365	0.0489192263936291	0.0591581342434585	0.141069397042093	0.381114903299204	0.398179749715586	0.0386803185437998
B4U62_00245	5.29553264604811	4.62199312714777	4.2233676975945	90.6185567010309	113.202749140893	93.0962199312715	19.872852233677	39.8797250859106	34.0962199312715	65.6357388316151	38.5841924398625	55.8487972508591	47.7628865979381	37.4639175257732	39.7594501718213	21.5085910652921	23.6288659793814	17.6048109965636	17.1374570446735	14.6426116838488	24.7285223367698	7.64948453608247	4.46048109965636	6.46048109965636	19.5635738831615	0.323024054982818	0.209621993127148	2.74570446735395	9.21993127147766	16.7766323024055	1.23711340206186
B4U62_00250	1.52731829573935	1.0015037593985	1.74185463659148	6.03458646616541	6.77844611528822	5.46165413533835	3.53734335839599	3.38546365914787	3.23558897243108	4.34987468671679	2.76942355889724	4.34636591478697	4.67719298245614	4.03157894736842	3.95989974937343	3.81203007518797	3.40601503759398	2.88571428571429	2.61303258145363	2.16390977443609	3.48721804511278	2.71428571428571	1.51328320802005	1.91228070175439	2.29122807017544	0.075187969924812	0.087218045112782	0.205513784461153	0.705263157894737	0.765413533834586	0.0390977443609023
B4U62_00255	0.47265625	0.401041666666667	0.704427083333333	1.11458333333333	1.1328125	1.015625	0.721354166666667	0.819010416666667	0.701822916666667	0.9296875	0.747395833333333	1.0234375	1.06640625	1.015625	0.873697916666667	0.720052083333333	0.709635416666667	0.549479166666667	0.548177083333333	0.490885416666667	0.75390625	0.455729166666667	0.307291666666667	0.399739583333333	0.4375	0.0716145833333333	0.0559895833333333	0.08984375	0.229166666666667	0.2421875	0.0104166666666667
B4U62_00260	1.30365296803653	1.1103500761035	1.52435312024353	17.2975646879756	24.6948249619482	17.3234398782344	4.60578386605784	6.57914764079148	6.35768645357686	12.5152207001522	7.50304414003044	12.0776255707763	20.7336377473364	18.7960426179604	19.9109589041096	33.2686453576865	30.1659056316591	22.5205479452055	24.2709284627093	20.7952815829528	32.4672754946728	18.3424657534247	13.0631659056317	15.1674277016743	20.2838660578387	0.584474885844749	0.525114155251142	1.03348554033486	3.89878234398782	4.23668188736682	0.258751902587519
B4U62_00265	0.181818181818182	0.144385026737968	0.270944741532977	2.55614973262032	2.86631016042781	2.34224598930481	0.784313725490196	0.889483065953654	0.795008912655972	1.650623885918	1.08912655971479	1.6524064171123	1.76470588235294	1.50623885918004	1.41354723707665	1.69875222816399	1.57397504456328	1.37789661319073	1.83065953654189	1.52406417112299	2.39750445632799	1.40641711229947	0.932263814616756	1.24598930481283	2.06060606060606	0.103386809269162	0.0730837789661319	0.288770053475936	0.513368983957219	0.777183600713013	0.0392156862745098
B4U62_00270	1.10466439135381	0.935153583617747	1.55858930602958	3.4061433447099	3.91353811149033	3.0967007963595	0.911262798634812	1.05346985210466	1.00455062571104	2.05460750853242	1.33219567690557	2.13651877133106	2.24345847554039	2.02161547212742	1.91126279863481	2.24118316268487	2.08304891922639	1.57565415244596	2.4254835039818	1.89306029579067	3.11262798634812	1.75199089874858	1.35608646188851	1.60295790671217	2.80546075085324	0.160409556313993	0.180887372013652	0.452787258248009	0.868031854379977	0.951080773606371	0.0489192263936291
B4U62_00275	0.122565864833906	0.116838487972509	0.334478808705613	0.161512027491409	0.190148911798396	0.123711340206186	0.0584192439862543	0.100801832760596	0.0733104238258877	0.132875143184422	0.0904925544100802	0.116838487972509	8.32302405498282	7.553264604811	8.82474226804124	14.3585337915235	17.1592210767468	10.6437571592211	24.3963344788087	19.9186712485682	34.2898052691867	12.9610538373425	18.7262313860252	14.9392898052692	14.6128293241695	0.830469644902635	0.830469644902635	0.445589919816724	1.0057273768614	1.0836197021764	0.0469644902634593
B4U62_00280	23.7931034482759	22.1992337164751	21.3065134099617	93.1609195402299	101.072796934866	69.9233716475096	85.176245210728	250.329501915709	225.260536398467	338.16091954023	225.977011494253	287.310344827586	273.337164750958	283.524904214559	276.107279693487	103.655172413793	88.7509578544061	65.9885057471264	114.157088122605	90.7892720306513	127.708812260536	103.153256704981	30.8505747126437	44.1915708812261	35.7662835249042	2.20306513409962	2.61302681992337	15.7126436781609	47.0038314176245	70.2528735632184	2.57471264367816
B4U62_00285	0.268817204301075	0.188172043010753	0.419354838709677	1.25806451612903	1.32258064516129	0.870967741935484	1.01612903225806	2.06451612903226	2.05913978494624	3.10752688172043	2.66666666666667	4.29569892473118	11.1505376344086	14.8494623655914	13.0322580645161	11.2741935483871	9.67204301075269	8.25268817204301	16.0645161290323	9.5752688172043	16.2204301075269	8.16129032258065	8.66129032258065	9.93010752688172	23.6666666666667	62.2903225806452	137.827956989247	2018.7688172043	1505.79569892473	927.059139784946	352.258064516129
B4U62_00290	1.22873563218391	0.954022988505747	1.52758620689655	4.29770114942529	4.93793103448276	3.55057471264368	1.9	1.90689655172414	1.89540229885057	2.44367816091954	1.66091954022989	2.44942528735632	3.56551724137931	3.17471264367816	2.79655172413793	2.87241379310345	3.04367816091954	2.37586206896552	2.97241379310345	2.55632183908046	4.03218390804598	3.18045977011494	2.48620689655172	2.69885057471264	3.01379310344828	0.512643678160919	0.589655172413793	0.342528735632184	0.902298850574713	0.873563218390805	0.0402298850574713
B4U62_00295	3.01048951048951	2.58158508158508	4.1002331002331	10.9417249417249	12.960372960373	9.85664335664336	4.15967365967366	5.03846153846154	4.3030303030303	8.63286713286713	5.4032634032634	9.05244755244755	9.71328671328671	8.23659673659674	8.41142191142191	8.01165501165501	7.91025641025641	6.42540792540793	7.37529137529138	6.52214452214452	10.02331002331	8.56293706293706	6.34032634032634	6.62470862470862	7.21794871794872	0.642191142191142	0.671328671328671	0.723776223776224	1.78787878787879	1.92657342657343	0.116550116550117
B4U62_00300	4.96560846560847	3.97619047619048	6.21428571428571	16.6666666666667	19.2910052910053	14.3253968253968	7.75661375661376	7.75661375661376	8.28835978835979	14.8253968253968	9.54497354497354	14.9047619047619	19.1243386243386	18.2566137566138	16.9470899470899	21.3888888888889	20.6296296296296	16.9126984126984	18.3359788359788	14.4444444444444	22.5740740740741	21.6428571428571	16.005291005291	16.5687830687831	17.005291005291	1.87830687830688	1.4021164021164	1.42857142857143	3.8968253968254	3.98677248677249	0.251322751322751
B4U62_00305	156.367346938776	120.918367346939	193	210.214285714286	248.30612244898	166.227891156463	188.108843537415	291.006802721088	262.632653061225	435.210884353742	240.948979591837	462.748299319728	473.051020408163	417.326530612245	428.680272108844	300.061224489796	214.295918367347	173.989795918367	120.894557823129	84.2244897959184	119.87074829932	308.785714285714	118.312925170068	149.918367346939	45.9047619047619	6.46258503401361	7.92176870748299	16.4387755102041	52.6836734693878	66.4285714285714	2.79591836734694
B4U62_00310	0.955506929248724	0.846827133479212	1.36105032822757	9.56309263311451	9.97155361050328	8.45951859956236	3.78045222465354	3.84901531728665	3.67250182348651	5.19766593727206	3.50765864332604	5.36907366885485	6.50474106491612	6.40554339897885	5.80306345733042	6.10503282275711	4.76148796498906	4.08533916849015	4.10722100656455	3.15681983953319	4.68344274252371	6.56601021152443	3.84318016046681	4.61342086068563	3.2983223924143	0.208606856309263	0.204230488694384	0.446389496717724	1.59299781181619	1.41648431801605	0.0773158278628738
B4U62_00315	0.931865828092243	0.871069182389937	1.13731656184486	8.58385744234801	8.34696016771488	7.4979035639413	3.20859538784067	3.34171907756813	3.10901467505241	4.75786163522013	3.22955974842767	4.9832285115304	6.30398322851153	5.85115303983229	5.54716981132075	5.79350104821803	4.22851153039832	3.92662473794549	3.72746331236897	2.87106918238994	4.4517819706499	5.37526205450734	3.5146750524109	4.08385744234801	2.9769392033543	0.244234800838574	0.292452830188679	0.464360587002096	1.29664570230608	1.33228511530398	0.0807127882599581
B4U62_00320	313.452032520325	304.250406504065	330.817886178862	21.5008130081301	18.4634146341463	14.6	107.733333333333	63.5073170731707	75.2520325203252	26.3544715447154	20.8747967479675	22.7560975609756	112.533333333333	101.951219512195	78.8373983739837	201.669918699187	188.523577235772	151.164227642276	128.965853658537	118.99837398374	155.752845528455	118.052032520325	112.569105691057	133.341463414634	162.782113821138	30.2569105691057	41.7674796747967	125.328455284553	149.980487804878	273.126829268293	15.6569105691057
B4U62_00325	4.57319223985891	4.46031746031746	4.60846560846561	4.71781305114638	4.91710758377425	3.78483245149912	3.2663139329806	3.07583774250441	3.20634920634921	3.57142857142857	2.60846560846561	3.91358024691358	10.8112874779541	10.6931216931217	8.72486772486772	25.5608465608466	21.9206349206349	18.4250440917108	16.7389770723104	12.7636684303351	16.3668430335097	12.6102292768959	16.6543209876543	18.2962962962963	9.68077601410935	0.818342151675485	0.841269841269841	2.60846560846561	5.00529100529101	9.77425044091711	0.603174603174603
